onetsoc_code,alternate_title,short_title,sources
47-4011.01,Energy Advisor,,"02,10"
47-4011.01,Energy Analyst,,"03,10"
47-4011.01,Energy and Building Systems Specialist,,02
47-4011.01,Energy Audit Advisor,,08
47-4011.01,Energy Auditor,,"02,08,10"
47-4011.01,Energy Conservation Representative,,08
47-4011.01,Energy Conservation Technician,,08
47-4011.01,Energy Consultant,,"02,10"
47-4011.01,Energy Control Officer,,08
47-4011.01,Energy Efficiency Analyst,,10
47-4011.01,Energy Efficiency Consultant,,10
47-4011.01,Energy Efficiency Engineer,,10
47-4011.01,Energy Efficiency Program Manager,,10
47-4011.01,Energy Efficiency Specialist,,10
47-4011.01,Energy Project Consultant,,10
47-4011.01,Energy Rater,,"02,08"
47-4011.01,Energy Specialist,,08
47-4011.01,Home Energy Auditor,,08
47-4011.01,Home Energy Inspector,,"02,08"
47-4011.01,Home Energy Rater,,"02,08"
47-4011.01,Home Performance Consultant,,02
47-4011.01,Renewable Energy Analyst,,10
47-4011.01,Renewable Energy Consultant,,10
47-4011.01,Residential Energy Auditor,,"02,08,10"
47-4011.01,Residential Energy Consultant,,10
47-4011.01,Solar Energy Consultant,,10
47-4021.00,Accessibility and Private Residence Lift Technician (Accessibility and Private Residence Lift Tech),Accessibility and Private Residence Lift Tech,"03,08"
47-4021.00,Accessibility Lift Technician (Accessibility Lift Tech),Accessibility Lift Tech,03
47-4021.00,Building Serviceman,,10
47-4021.00,Contract Serviceman,,10
47-4021.00,Elevator Adjuster,,"02,04,06,08"
47-4021.00,Elevator Builder,,"04,06"
47-4021.00,Elevator Constructor,,"02,04,06,08"
47-4021.00,Elevator Erector,,"02,04,06"
47-4021.00,Elevator Examiner,,08
47-4021.00,Elevator Installation Worker,,04
47-4021.00,Elevator Installer,,"02,04"
47-4021.00,Elevator Lift Technician (Elevator Lift Tech),Elevator Lift Tech,10
47-4021.00,Elevator Mechanic,,"02,04,06,08"
47-4021.00,Elevator Repair and Maintenance Technician (Elevator Repair and Maintenance Tech),Elevator Repair and Maintenance Tech,"02,04"
47-4021.00,Elevator Repairer,,"04,06"
47-4021.00,Elevator Service Mechanic,,02
47-4021.00,Elevator Service Technician (Elevator Service Tech),Elevator Service Tech,"02,04"
47-4021.00,Elevator Serviceman,,02
47-4021.00,Elevator Technician (Elevator Tech),Elevator Tech,"02,09,10"
47-4021.00,Elevator Troubleshooter,,02
47-4021.00,Elevator Worker,,10
47-4021.00,Escalator Installer,,"04,06"
47-4021.00,Escalator Maintenance Technician,,08
47-4021.00,Escalator Mechanic,,"04,06"
47-4021.00,Escalator Service Mechanic,,"02,04"
47-4021.00,Freight Elevator Erector,,"04,06"
47-4021.00,Hydraulic Elevator Constructor,,"04,06"
47-4021.00,Installer,,"02,04"
47-4021.00,Platform Power Technician (Platform Power Tech),Platform Power Tech,10
47-4021.00,Repair Maintenance Worker,,04
47-4021.00,Transit Elevator Maintenance Technician,,08
47-4031.00,Chain Link Fence Installer,,04
47-4031.00,Fence Builder,,"02,04,06,10"
47-4031.00,Fence Contractor,,02
47-4031.00,Fence Erector,,"02,04,08,10"
47-4031.00,Fence Installer,,"02,04,06,10"
47-4031.00,Fence Laborer,,02
47-4031.00,Fence Mechanic,,02
47-4031.00,Fence Repairman,,10
47-4031.00,Fence Technician (Fence Tech),Fence Tech,02
47-4031.00,Gate Technician (Gate Tech),Gate Tech,02
47-4031.00,Wire Fence Builder,,"04,06"
47-4031.00,Wire Fence Erector,,"04,06"
47-4031.00,Wood Fence Erector,,02
47-4031.00,Wood Fence Installer,,"04,06"
47-4041.00,Abatement Worker,,"02,04"
47-4041.00,Asbestos Abatement Worker,,"02,04,06"
47-4041.00,Asbestos Coverer,,"04,06"
47-4041.00,Asbestos Handler,,08
47-4041.00,Asbestos Hazard Abatement Worker,,02
47-4041.00,Asbestos Remover,,"02,04,06"
47-4041.00,Asbestos Technician,,10
47-4041.00,Asbestos Worker,,"02,04,06"
47-4041.00,Decontamination and Decommissioning Operator (D and D Operator),D and D Operator,02
47-4041.00,Decontamination Worker,,04
47-4041.00,Disaster Restoration Technician,,10
47-4041.00,Hazard Waste Handler,,"04,06"
47-4041.00,Hazardous Material Specialist,,"04,06"
47-4041.00,Hazardous Materials Driver (Hazmat Driver),Hazmat Driver,10
47-4041.00,Hazardous Materials Handler,,08
47-4041.00,Hazardous Materials Specialist,,10
47-4041.00,Hazardous Materials Tanker Driver (Hazmat Tanker Driver),Hazmat Tanker Driver,10
47-4041.00,Hazardous Waste Disposer,,10
47-4041.00,Hazardous Waste Remover,,"04,06"
47-4041.00,Hazardous Waste Specialist,,10
47-4041.00,Hazmat Technician (Hazardous Materials Technician),Hazmat Technician,"02,04,10"
47-4041.00,Irradiated Fuel Handler,,04
47-4041.00,Junk Removal Specialist,,10
47-4041.00,Lead Abatement Worker,,04
47-4041.00,Material Handling Technician,,10
47-4041.00,Materials Specialist,,10
47-4041.00,Mitigation Tech (Mitigation Technician),Mitigation Tech,10
47-4041.00,Radiological Control and Safety Technician,,"02,04"
47-4041.00,Regional OTR Hazmat Truck Driver (Regional Over The Road Hazardous Material Truck Driver),Regional OTR Hazmat Truck Driver,10
47-4041.00,Removal Tech (Removal Technician),Removal Tech,10
47-4041.00,Waste Disposal Attendant,,08
47-4041.00,Waste Handling Technician,,02
47-4041.00,Water Restoration Tech (Water Restoration Technician),Water Restoration Tech,10
47-4051.00,Asphalt Raker,,10
47-4051.00,Caltrans Equipment Operator,,02
47-4051.00,Certified Flagger,,10
47-4051.00,Construction Flagger,,10
47-4051.00,Equipment Operator (EO),EO,02
47-4051.00,Flagger,,10
47-4051.00,Highway Maintainer,,"02,04"
47-4051.00,Highway Maintenance Crew Worker,,"02,04"
47-4051.00,Highway Maintenance Technician,,02
47-4051.00,Highway Maintenance Worker,,02
47-4051.00,Highway Worker,,"02,04,06"
47-4051.00,Hot Oiler,,"04,06"
47-4051.00,Lane Marker Installer,,"04,06"
47-4051.00,Maintenance Technician,,02
47-4051.00,Maintenance Worker,,02
47-4051.00,Material Handler,,02
47-4051.00,Materials Handling Equipment Operator,,02
47-4051.00,Oil Spreader Operator,,"04,06"
47-4051.00,Quick Technician,,10
47-4051.00,Road Builder,,"04,06"
47-4051.00,Road Crew Member,,10
47-4051.00,Road Maker,,"04,06"
47-4051.00,Road Mender,,"04,06"
47-4051.00,Road Oiler,,"04,06"
47-4051.00,Road Oiling Truck Driver,,"04,06"
47-4051.00,Road Patcher,,"04,06"
47-4051.00,Road Repairer,,"04,06"
47-4051.00,Road Sign Installer,,"04,06"
47-4051.00,Road Worker,,"04,06"
47-4051.00,Snow Plow Operator,,"04,06"
47-4051.00,Street Worker,,"04,06"
47-4051.00,Traffic Control Flagger,,10
47-4051.00,Traffic Control Specialist,,02
47-4051.00,Traffic Controller,,10
47-4051.00,Traffic Flagger,,10
47-4051.00,Traffic Signal Technician,,10
47-4051.00,Transportation Maintenance Operator,,02
47-4051.00,Transportation Maintenance Specialist (TMS),TMS,02
47-4051.00,Transportation Technician,,10
47-4051.00,Transportation Worker,,"02,10"
47-4061.00,Ballast Cleaning Machine Operator,,"04,06"
47-4061.00,Emergency Service Restorer,,"04,06"
47-4061.00,Machine Operator,,02
47-4061.00,Maintenance Laborer,,10
47-4061.00,Oil Distributor Tender,,"04,06"
47-4061.00,Portable Grinding Machine Operator,,"04,06"
47-4061.00,Rail Maintenance Worker,,"02,04"
47-4061.00,Rail Track Layer,,08
47-4061.00,Rail Track Maintainer,,10
47-4061.00,Railroad Track Mechanic,,"04,06"
47-4061.00,Railway Equipment Operator,,08
47-4061.00,Section Hand,,"04,06"
47-4061.00,Section Laborer,,"04,06"
47-4061.00,Special Equipment Operator,,"02,10"
47-4061.00,Stone Crusher Operator,,"04,06"
47-4061.00,Track Dresser,,"04,06"
47-4061.00,Track Equipment Operator (TEO),TEO,02
47-4061.00,Track Grinder Operator,,"04,06"
47-4061.00,Track Inspector,,"02,10"
47-4061.00,Track Laborer,,"02,04,06,10"
47-4061.00,Track Layer,,"04,06"
47-4061.00,Track Laying Equipment Operator,,04
47-4061.00,Track Laying Machine Operator,,"04,06"
47-4061.00,Track Machine Operator,,"02,04"
47-4061.00,Track Machine Operator Repairer,,"04,06"
47-4061.00,Track Maintainer,,"02,04,06,10"
47-4061.00,Track Man,,02
47-4061.00,Track Mechanic,,"02,04,06"
47-4061.00,Track Moving Machine Operator,,"04,06"
47-4061.00,Track Repair Person,,02
47-4061.00,Track Repair Worker,,04
47-4061.00,Track Repairer,,"02,04,08"
47-4061.00,Track Service Person,,02
47-4061.00,Track Service Worker,,04
47-4061.00,Track Surfacing Machine Operator,,"04,06"
47-4061.00,Track Walker,,02
47-4061.00,Track Welder,,02
47-4061.00,Track Worker,,"02,10"
47-4061.00,Trackman,,"02,04,06,10"
47-4061.00,Trackwalker,,04
47-4071.00,Aseptic Tech (Aseptic Technician),Aseptic Tech,10
47-4071.00,Drain and Sewer Technician,,10
47-4071.00,Drain Cleaner,,02
47-4071.00,Drain Technician,,"02,04,10"
47-4071.00,Electric Sewer Cleaning Machine Operator,,"04,06"
47-4071.00,High Reach Operator,,10
47-4071.00,Pipe Cleaning Machine Operator,,"04,06"
47-4071.00,Priming Machine Operator,,"04,06"
47-4071.00,Public Works Operator,,10
47-4071.00,Public Works Technician,,"02,10"
47-4071.00,Reach Operator,,10
47-4071.00,Roto Rooter Operator,,"04,06"
47-4071.00,Septic Cleaner,,02
47-4071.00,Septic Pump Truck Driver,,"02,04"
47-4071.00,Septic Tank Cleaner,,"04,06"
47-4071.00,Septic Tank Service Technician,,02
47-4071.00,Septic Technician,,10
47-4071.00,Service Technician,,02
47-4071.00,Sewage Screen Operator,,"04,06"
47-4071.00,Sewer and Drain Technician,,"04,10"
47-4071.00,Sewer Bricklayer,,02
47-4071.00,Sewer Cleaner,,"04,06"
47-4071.00,Sewer Line Repairer,,08
47-4071.00,Sewer Pipe Cleaner,,04
47-4071.00,Sewer Technician,,10
47-4071.00,Stormwater Technician,,10
47-4071.00,Transport Tank Technician,,10
47-4091.00,Asphalt Laborer,,10
47-4091.00,Asphalt Paving Coordinator,,10
47-4091.00,Asphalt Paving Crew Member,,10
47-4091.00,Asphalt Paving Laborer,,10
47-4091.00,Asphalt Paving Worker,,10
47-4091.00,Concrete Pavement Installer,,"04,06"
47-4091.00,Concrete Paver,,10
47-4091.00,Cutter,,02
47-4091.00,Installer,,10
47-4091.00,Interlocking Concrete Pavement Installer,,"04,06"
47-4091.00,Interlocking Installer,,10
47-4091.00,Interlocking Pavement Installer,,10
47-4091.00,Paver,,"02,10"
47-4091.00,Paver Installer,,"02,04,06"
47-4091.00,Paver Layer,,02
47-4091.00,Paver Operator,,10
47-4091.00,Paving Crew Member,,10
47-4091.00,Paving Laborer,,10
47-4091.00,Paving Stone Installer,,"02,04,06"
47-4091.00,Segmental Paver,,10
47-4091.00,Segmental Paver Installer,,"04,06"
47-4091.00,Segmental Wall Installer,,"02,04"
47-4091.00,Slab Installer,,10
47-4091.00,Travertine Installer,,10
47-4099.00,Aluminum Pool Installer,,"04,06"
47-4099.00,Architectural and Ornamental Ironworker,,08
47-4099.00,Asphalt Dauber,,"04,06"
47-4099.00,Asphalt Heater Operator,,"04,06"
47-4099.00,Asphalt Heater Tender,,"04,06"
47-4099.00,Awning Erector,,"04,06"
47-4099.00,Awning Hanger,,"04,06"
47-4099.00,Awning Installer,,"04,06"
47-4099.00,Blind Hanger,,"04,06"
47-4099.00,Blind Installer,,"04,06"
47-4099.00,Building Dismantler,,"04,06"
47-4099.00,Building Mover,,"04,06"
47-4099.00,Building Wrecker,,"04,06"
47-4099.00,Burner Operator,,"04,06"
47-4099.00,Clay House Worker,,"04,06"
47-4099.00,Clay Structure Builder and Servicer,,"04,06"
47-4099.00,Concrete Buildings Assembler,,"04,06"
47-4099.00,Concrete Fence Builder,,08
47-4099.00,Conduit Mechanic,,"04,06,08"
47-4099.00,Cradle Placer,,"04,06"
47-4099.00,Cribber,,"04,06"
47-4099.00,Cribbing Setter,,"04,06"
47-4099.00,Derrick Builder,,"04,06"
47-4099.00,Drapery Hanger,,"04,06"
47-4099.00,Drapery Installer,,"04,06"
47-4099.00,Firestop/Containment Worker,,03
47-4099.00,Grade Setter,,"04,06"
47-4099.00,Hanging Flags Decorator,,"04,06"
47-4099.00,Hazardous Waste Material Technician,,08
47-4099.00,Hazardous Waste Materials Technician,,08
47-4099.00,Home Builder,,09
47-4099.00,House Builder,,08
47-4099.00,House Mover,,"04,06,08"
47-4099.00,House Shorer,,"04,06"
47-4099.00,House Wrecker,,"04,06"
47-4099.00,Hydraulic-Jack Adjuster,,08
47-4099.00,Inflatable Buildings Laminator,,"04,06"
47-4099.00,Joint Runner,,"04,06"
47-4099.00,Joint Yarner,,"04,06"
47-4099.00,Laminating Machine Operator,,"04,06"
47-4099.00,Laminator,,04
47-4099.00,Leadite Man,,06
47-4099.00,Leadite Worker,,04
47-4099.00,Leadman,,"04,06"
47-4099.00,Lift-Slab Operator,,08
47-4099.00,Ornamental Iron Worker,,08
47-4099.00,Ornamental Iron Worker Apprentice,,08
47-4099.00,Ornamental Ironworker,,08
47-4099.00,Pipe Cleaning and Priming Machine Operator,,08
47-4099.00,Pipe Wrapping Machine Operator,,08
47-4099.00,Pipeliner,,08
47-4099.00,Pool Installer,,"04,06"
47-4099.00,Poured Concrete Wall Technician,,08
47-4099.00,Refractory Specialist,,"04,06"
47-4099.00,Reinforcing Steel Machine Operator,,"04,06"
47-4099.00,Shade Hanger,,"04,06"
47-4099.00,Shorer,,"04,06"
47-4099.00,Sign Erector,,08
47-4099.00,Sign Maintenance,,"04,06"
47-4099.00,Slip Mixer,,"04,06"
47-4099.00,Sloper,,"04,06"
47-4099.00,Slurry Blender,,"04,06"
47-4099.00,Slurry Man,,06
47-4099.00,Slurry Tank Operator,,"04,06"
47-4099.00,Slurry Tank Tender,,"04,06"
47-4099.00,Slurry Worker,,04
47-4099.00,Solar Panel Technician,,08
47-4099.00,Steamblaster,,"04,06"
47-4099.00,Steel Post Installer,,08
47-4099.00,Steeple Jack,,08
47-4099.00,Stone Repairer,,08
47-4099.00,Streets and Buildings Decorator,,"04,06"
47-4099.00,Tar Boiler,,"04,06"
47-4099.00,Tar Heater,,"04,06"
47-4099.00,Tele-Grout Sewer Line Repairer,,08
47-4099.00,Tie Man,,06
47-4099.00,Tie Worker,,04
47-4099.00,Tile Layer Drainage,,"04,06"
47-4099.00,Tradeshow Worker,,"03,08"
47-4099.00,Tuck Pointer,,"04,06"
47-4099.00,Venetian Blind Installer,,"04,06"
47-4099.00,Venetian Blind Mechanic,,"04,06"
47-4099.00,Venetian Blind Worker,,"04,06"
47-4099.00,Wall Man,,06
47-4099.00,Wall Worker,,04
47-4099.00,Waterproofer,,"04,06"
47-4099.00,Window Shade Installer,,"04,06"
47-4099.00,Workgroup Leader,,04
47-4099.00,Wrecker,,"04,06"
47-4099.03,Air Sealing Technician,,10
47-4099.03,Building Energy Retrofit Technician,,03
47-4099.03,Compounding Technician,,10
47-4099.03,Energy Administrator,,02
47-4099.03,Field Technician,,02
47-4099.03,Field Weatherization Specialist,,10
47-4099.03,Glass Sealing Technician,,10
47-4099.03,Home Weatherizing Worker,,08
47-4099.03,Residential Air Sealing Technician,,08
47-4099.03,Weatherization and Housing Inspector,,02
47-4099.03,Weatherization Crew Member,,10
47-4099.03,Weatherization Field Technician,,08
47-4099.03,Weatherization Installer,,"02,08,10"
47-4099.03,Weatherization Laborer,,10
47-4099.03,Weatherization Representative,,10
47-4099.03,Weatherization Specialist,,10
47-4099.03,Weatherization Technician,,"02,08,10"
47-4099.03,Weatherization Worker,,"02,10"
47-4099.03,Weatherseal Technician,,08
47-5011.00,Derrick Hand,,02
47-5011.00,Derrick Man,,02
47-5011.00,Derrick Operator,,"02,04"
47-5011.00,Derrick Worker,,02
47-5011.00,Driller,,"02,10"
47-5011.00,Drilling Motorman,,10
47-5011.00,Floor Hand,,02
47-5011.00,Fracturing Derrick Operator,,04
47-5011.00,Gas Derrick Operator,,04
47-5011.00,Oil Derrick Operator,,04
47-5011.00,Rotary Derrick Operator,,"04,06,08"
47-5011.00,Well Service Derrick Worker,,"04,06"
47-5012.00,Blast Driller,,10
47-5012.00,Cable Driller,,"04,06"
47-5012.00,Cable Tool Driller,,"04,06"
47-5012.00,Cable Tool Operator,,"04,06"
47-5012.00,Clean Out Driller,,"04,06"
47-5012.00,Core Drill Operator,,"04,06"
47-5012.00,Core Driller,,"04,06"
47-5012.00,Daylight Driller,,02
47-5012.00,Derrickhand,,10
47-5012.00,Directional Driller,,09
47-5012.00,Drill Hand,,06
47-5012.00,Drill Operator,,"02,04"
47-5012.00,Driller,,"02,04,06,10"
47-5012.00,Drilling Field Operator,,08
47-5012.00,Drilling Field Professional,,10
47-5012.00,Drilling Machine Operator,,04
47-5012.00,Drilling Rig Operator,,"02,04"
47-5012.00,Fracturing Rotary Drill Operator,,04
47-5012.00,Geotechnical Driller,,10
47-5012.00,Motor Man,,02
47-5012.00,Natural Gas Shothole Driller,,04
47-5012.00,Oil and Gas Operations Management Professional,,10
47-5012.00,Oil Driller,,"04,06"
47-5012.00,Oil Rig Driller,,"02,04"
47-5012.00,Oil Well Cable Tool Driller,,04
47-5012.00,Oil Well Cable Tool Operator,,04
47-5012.00,Oil Well Driller,,"02,04,06"
47-5012.00,Prospecting Driller,,"04,06,08"
47-5012.00,Relief Driller,,02
47-5012.00,Rotary Driller,,"02,04,06,08"
47-5012.00,Rotary Rig Engine Operator,,"04,06"
47-5012.00,Shot Hole Driller,,"04,06"
47-5012.00,Sonic Driller,,10
47-5012.00,Spud Driller,,"04,06"
47-5012.00,Tool Pusher,,02
47-5012.00,Well Driller,,"04,06"
47-5013.00,Coiled Tubing Operator,,10
47-5013.00,Fishing Tool Operator,,"04,06"
47-5013.00,Gather Operator,,10
47-5013.00,Oil and Gas Equipment Operator,,10
47-5013.00,Oil and Gas Field Technician,,08
47-5013.00,Oil and Shale and Tar Processing Technician,,08
47-5013.00,Oil Processing Technician,,08
47-5013.00,Oil Well Fishing Tool Technician,,"04,06,08"
47-5013.00,Oil Well Service Operator,,08
47-5013.00,Oil Well Service Unit Operator,,"04,06"
47-5013.00,Pulling Unit Operator,,02
47-5013.00,Reverse Unit Operator,,"02,10"
47-5013.00,Rig Operator,,"02,10"
47-5013.00,Service Operator,,"02,10"
47-5013.00,Service Rig Operator,,02
47-5013.00,Service Unit Operator,,04
47-5013.00,Shale Processing Technician,,08
47-5013.00,Spray Rig Operator,,10
47-5013.00,Swabber,,"04,06"
47-5013.00,Tar Processing Technician,,08
47-5013.00,Tool Pusher,,"02,10"
47-5013.00,Unit Operator,,10
47-5013.00,Well Cleaner,,"04,06"
47-5013.00,Well Service Pump Equipment Operator,,04
47-5013.00,Well Service Rig Operator,,"02,04"
47-5013.00,Well Services Operator,,04
47-5013.00,Well Servicing Rig Hand,,10
47-5013.00,Well Servicing Rig Operator,,"02,04"
47-5013.00,Wireline Operator,,"02,10"
47-5013.00,Work Over Rig Operator,,02
47-5022.00,Aerial Tram Operator,,"04,06"
47-5022.00,Air Shovel Operator,,"04,06"
47-5022.00,Back Digger Operator,,"04,06"
47-5022.00,Back Filler Operator,,"04,06"
47-5023.00,Well Testing Operator,,08
47-5022.00,Back Hoe Machine Operator,,"04,06"
47-5022.00,Back Hoe Operator,,"04,06"
47-5022.00,Backhoe Operator,,"02,04"
47-5022.00,Clam Shovel Operator,,"04,06"
47-5022.00,Coal Equipment Operator,,08
47-5022.00,Diesel Scoop Operator,,"04,06"
47-5022.00,Dragline Oiler,,"02,04"
47-5022.00,Dragline Operator,,"02,08"
47-5022.00,Earth Moving Equipment Operator,,"02,04,06"
47-5022.00,Earth Moving Machine Operator,,"04,06"
47-5022.00,Earth Moving Technician,,10
47-5022.00,Electric Scoop Operator,,"04,06"
47-5022.00,Electric Shovel Operator,,"04,06"
47-5022.00,End Loader Operator,,"02,04"
47-5022.00,Equipment Operator,,02
47-5022.00,Excavation Operator,,10
47-5022.00,Excavator,,"04,06"
47-5022.00,Excavator Backhoe Operator,,04
47-5022.00,Excavator Operator,,"02,10"
47-5022.00,Foundation Digger,,"04,06"
47-5022.00,Gas Shovel Operator,,"04,06"
47-5022.00,Harvester Operator,,08
47-5022.00,Heavy Equipment Operator,,"02,10"
47-5022.00,Horseback Excavator,,"04,06"
47-5022.00,Hydro Excavation Operator,,10
47-5022.00,Loader Operator,,02
47-5022.00,Mechanical Shovel Operator,,"04,06"
47-5022.00,Mining Backhoe Operator,,04
47-5022.00,Mining Bulldozer Operator,,04
47-5022.00,Mining Earth Moving Equipment Operator,,04
47-5022.00,Mining End Loader Operator,,04
47-5022.00,Mining Excavator Operator,,04
47-5022.00,Mining Payloader Operator,,04
47-5022.00,Mining Shovel Operator,,04
47-5022.00,Mining Yard Loader Operator,,04
47-5022.00,Mucking Machine Operator,,08
47-5022.00,Payloader Machine Operator,,"04,06"
47-5022.00,Payloader Operator,,"04,06"
47-5022.00,Pit Operator,,02
47-5022.00,Pit Shovel Operator,,"04,06"
47-5022.00,Plunger Scoop Operator,,"04,06"
47-5022.00,Plunger Shovel Operator,,"04,06"
47-5022.00,Power Digger Operator,,"04,06"
47-5022.00,Power Shovel Operator,,"04,06"
47-5022.00,Scoop Driver,,"04,06"
47-5022.00,Scoop Operator,,"04,06"
47-5022.00,Septic Tank Installer,,"04,06"
47-5022.00,Septic Tank Setter,,"04,06"
47-5022.00,Shift Operator,,10
47-5022.00,Shovel Operator,,"04,06"
47-5022.00,Steam Shovel Operator,,04
47-5022.00,Steam Shovelman,,"04,06"
47-5022.00,Stripper Shovel Operator,,"04,06"
47-5022.00,Tower Excavator Operator,,"04,06"
47-5022.00,Track Hoe Operator,,02
47-5022.00,Tram Operator,,06
47-5022.00,Trench Shovel Operator,,"04,06"
47-5022.00,Trencher Driver,,"04,06"
47-5022.00,Trenching Machine Operator,,"04,06"
47-5022.00,Yard Loader Operator,,"02,04"
47-5023.00,Auger Operator,,08
47-5023.00,Blast Driller,,08
47-5023.00,Blast Hole Driller,,"02,04"
47-5023.00,Boring Machine Operator,,08
47-5023.00,Churn Drill Operator,,"04,08"
47-5023.00,Churn Driller,,"04,08"
47-5023.00,Construction Driller,,08
47-5023.00,Construction Well Drill Operator,,08
47-5023.00,Core Driller,,08
47-5023.00,Debris Monitor,,08
47-5023.00,Deep Well Contractor,,08
47-5023.00,Diamond Driller,,02
47-5023.00,Directional Driller,,08
47-5023.00,Drill Hand,,08
47-5023.00,Drill Operator,,02
47-5023.00,Drill Runner,,08
47-5023.00,Drill Technician,,08
47-5023.00,Driller,,02
47-5023.00,Drilling Assistant,,03
47-5023.00,Drilling Machine Operator,,08
47-5023.00,Drilling Machine Runner,,08
47-5023.00,Earth Auger Operator,,"04,08"
47-5023.00,Earth Boring Machine Operator,,"04,08"
47-5023.00,Electric Drill Operator,,08
47-5023.00,Environmental Driller,,08
47-5023.00,Environmental Sampler,,08
47-5023.00,Foundation Drill Operator,,08
47-5023.00,Geotechnical Operating Engineer,,08
47-5023.00,Geothermal and Well Drilling Operator,,08
47-5023.00,Geothermal Operating Engineer,,08
47-5023.00,Ground Water Contractor,,08
47-5023.00,Hard Rock Drill Operator,,"02,04"
47-5023.00,Highwall Drill Operator,,02
47-5023.00,Hole Digger Operator,,08
47-5023.00,Horizontal Directional Drill Operator,,08
47-5023.00,Horizontal Drill Operator,,08
47-5023.00,Horizontal Earth Boring Machine Operator,,08
47-5023.00,Hydraulic Rock Drill Operator,,08
47-5023.00,Jumper,,08
47-5023.00,Machine Driller,,08
47-5023.00,Post Hole Digger,,08
47-5023.00,Post Hole Digging Machine Operator,,08
47-5023.00,Raise Driller,,08
47-5023.00,Rock Drill Operator,,"02,04"
47-5023.00,Shot Core Drill Operator,,08
47-5023.00,Soil Sampler,,08
47-5023.00,Stoper,,08
47-5023.00,Test Borer,,08
47-5023.00,Test Driller,,08
47-5023.00,Tunneling Machine Operator,,08
47-5023.00,Underground Drill Operator,,02
47-5023.00,Wagon Drill Operator,,08
47-5023.00,Wagon Driller,,08
47-5023.00,Wagoner,,08
47-5023.00,Wash Driller,,08
47-5023.00,Water Blaster,,08
47-5023.00,Water Well Driller,,02
47-5023.00,Well Digger,,08
47-5023.00,Well Drill Operator,,08
47-5023.00,Well Driller,,02
47-5032.00,Aircraft Ordnance Technician,,08
47-5032.00,Ammunition and Explosives Handler,,08
47-5032.00,Blast Driller,,08
47-5032.00,Blast Hole Driller,,02
47-5032.00,Blast Setter,,"04,08"
47-5032.00,Blast Technician,,08
47-5032.00,Blaster,,"02,04"
47-5032.00,Blasting Clay Miner,,08
47-5032.00,Blasting Coal Miner,,08
47-5032.00,Blasting Contract Man,,08
47-5032.00,Blasting Contract Miner,,08
47-5032.00,Blasting Entry Specialist,,08
47-5032.00,Blasting Entryman,,08
47-5032.00,Blasting Gang Miner,,08
47-5032.00,Blasting Miner,,08
47-5032.00,Bomb Technician,,08
47-5032.00,Charge Entry Specialist,,08
47-5032.00,Charge Specialist,,08
47-5032.00,Charger,,08
47-5032.00,Coal Shooter,,08
47-5032.00,Company Blasting Miner,,08
47-5032.00,Copper Blasting Miner,,08
47-5032.00,Demolition Expert,,08
47-5032.00,Demolition Worker,,08
47-5032.00,Demolitionist,,08
47-5032.00,Dobie Man,,08
47-5032.00,Dobie Worker,,08
47-5032.00,Driftman,,08
47-5032.00,Dynamite Shooter,,"04,08"
47-5032.00,Dynamiter,,"04,08"
47-5032.00,Efficiency Blasting Miner,,08
47-5032.00,Explosive Detection Canine Handler (Explosive Detection K9 Handler),Explosive Detection K9 Handler,10
47-5032.00,Explosive Expert,,08
47-5032.00,Explosive Man,,08
47-5032.00,Explosive Ordinance Disposal Specialist,,08
47-5032.00,Explosive Ordnance Disposal Specialist,,08
47-5032.00,Explosive Ordnance Disposal Technician,,08
47-5032.00,Explosive Ordnance Handler,,"04,08"
47-5032.00,Explosive Ordnance Specialist,,08
47-5032.00,Explosive Ordnance Technician,,08
47-5032.00,Explosive Specialist,,08
47-5032.00,Explosive Technician,,"02,04"
47-5032.00,Explosives and Weapons Technical Instructor,,08
47-5032.00,Explosives Detonator,,08
47-5032.00,Explosives Handler,,08
47-5032.00,Explosives Worker,,08
47-5032.00,Firer,,08
47-5032.00,Fuse Cutter,,08
47-5032.00,Gold Blasting Miner,,08
47-5032.00,Gun Perforator,,08
47-5032.00,Gun Perforator Loader,,08
47-5032.00,Hard Rock Blasting Miner,,08
47-5032.00,High Scaler,,08
47-5032.00,Hydraulic Blasting Miner,,08
47-5032.00,Iron Blasting Miner,,08
47-5032.00,Lead Blasting Miner,,08
47-5032.00,Lode Blasting Miner,,08
47-5032.00,Metal Blasting Miner,,08
47-5032.00,Mica Blasting Miner,,08
47-5032.00,Miner,,08
47-5032.00,Mining Powder Crew Worker,,04
47-5032.00,Muck Blasting Miner,,08
47-5032.00,Nitro Man,,08
47-5032.00,Nitro Worker,,08
47-5032.00,Oil Well Gun Perforator Operator,,08
47-5032.00,Oil Well Perforator Operator,,08
47-5032.00,Oil Well Shooter,,08
47-5032.00,Ordnance Artificer,,08
47-5032.00,Ordnance Handler,,08
47-5032.00,Ordnance Keeper,,08
47-5032.00,Ore Blasting Miner,,08
47-5032.00,Perforator,,08
47-5032.00,Perforator Loader,,08
47-5032.00,Perforator Operator,,08
47-5032.00,Pillar Man,,08
47-5032.00,Pillar Worker,,08
47-5032.00,Powder Loader,,08
47-5032.00,Powder Worker,,08
47-5032.00,Powderman,,02
47-5032.00,Quartz Blasting Miner,,08
47-5032.00,Robber,,08
47-5032.00,Sample Taker Operator,,08
47-5032.00,Shaft Sinker,,08
